Employee ID,Department,Job Role,Gender,Age,Education,Hiring Date,Salary,Performance Rating,Satisfaction Score,Attrition,Recruitment Source,Training Hours,Years at Company
EMP-03973,Sales,Account Manager,Non-Binary,45,Bachelor's,2015-12-25,82357,5,4,No,Indeed,59,8
EMP-03974,Engineering,Software Engineer,Male,25,Associate Degree,2017-02-14,101926,5,5,No,Indeed,63,6
EMP-03975,Sales,Sales Executive,Male,55,PhD,2016-11-23,56057,2,4,No,Recruiter,90,7
EMP-03976,Engineering,Software Engineer,Non-Binary,51,PhD,2019-06-04,75946,4,4,No,Indeed,17,4
EMP-03977,HR,HR Specialist,Male,38,Bachelor's,2019-06-02,86265,4,4,No,Referral,67,4
EMP-03978,Finance,Financial Analyst,Non-Binary,59,Associate Degree,2018-12-01,86014,4,1,Yes,Indeed,49,5
EMP-03979,Finance,Financial Analyst,Female,58,PhD,2017-01-24,89720,4,2,Yes,Recruiter,41,6
EMP-03980,Marketing,Marketing Analyst,Female,36,Bachelor's,2020-10-27,60752,5,4,No,Company Website,13,3
EMP-03981,HR,HR Specialist,Female,59,Bachelor's,2021-05-19,61196,1,5,Yes,Indeed,78,2
EMP-03982,Engineering,Software Engineer,Non-Binary,33,Master's,2020-05-22,80441,2,2,Yes,LinkedIn,16,3
EMP-03983,Engineering,DevOps,Male,25,Associate Degree,2020-02-04,84324,5,4,No,Indeed,24,3
EMP-03984,Operations,Operations Coordinator,Male,45,Associate Degree,2017-02-07,90291,3,1,No,Recruiter,54,6
EMP-03985,Engineering,QA Engineer,Non-Binary,42,Associate Degree,2018-07-07,96827,1,1,Yes,Company Website,95,5
EMP-03986,Sales,Account Manager,Male,37,PhD,2020-01-14,54056,5,5,No,Company Website,41,3
EMP-03987,Finance,Financial Analyst,Non-Binary,23,Associate Degree,2023-02-14,74006,5,2,No,Indeed,41,0
EMP-03988,Finance,Financial Analyst,Non-Binary,43,Master's,2016-09-02,86720,5,5,No,Recruiter,94,7
EMP-03989,Operations,Project Manager,Non-Binary,39,Master's,2022-09-27,81067,2,4,No,Indeed,29,1
EMP-03990,Marketing,Marketing Analyst,Female,35,Master's,2016-10-13,99499,2,4,No,Company Website,68,7
EMP-03991,Engineering,QA Engineer,Female,41,Associate Degree,2015-10-01,116599,2,2,Yes,Referral,83,8
EMP-03992,HR,Recruiter,Non-Binary,34,Bachelor's,2017-09-22,84388,4,2,Yes,Indeed,73,6
EMP-03993,Marketing,Marketing Analyst,Non-Binary,47,Master's,2022-12-21,81580,5,2,No,Company Website,32,1
EMP-03994,Marketing,Marketing Analyst,Male,52,Master's,2021-08-11,86444,2,4,Yes,Recruiter,79,2
EMP-03995,Marketing,Marketing Analyst,Male,40,PhD,2015-08-20,89911,4,3,No,Indeed,60,8
EMP-03996,Engineering,QA Engineer,Non-Binary,28,Associate Degree,2022-06-07,87379,3,3,No,LinkedIn,59,1
EMP-03997,Finance,Financial Analyst,Male,36,Bachelor's,2021-10-18,95760,3,2,No,Recruiter,77,2
EMP-03998,Finance,Financial Analyst,Female,48,Associate Degree,2020-02-11,76294,2,1,No,Company Website,29,3
EMP-03999,Marketing,Marketing Analyst,Male,58,Associate Degree,2019-10-24,73004,4,1,No,LinkedIn,76,4
EMP-04000,Finance,Accountant,Non-Binary,32,Bachelor's,2015-01-06,75719,5,2,No,Company Website,12,8
EMP-04001,Finance,Financial Analyst,Male,30,Bachelor's,2016-02-18,65479,1,3,No,Recruiter,71,7
EMP-04002,HR,HR Specialist,Male,56,Associate Degree,2022-05-24,80199,5,3,Yes,LinkedIn,59,1
EMP-04003,Operations,Operations Coordinator,Male,27,Master's,2021-01-07,100326,5,3,No,Recruiter,98,2
EMP-04004,Finance,Accountant,Male,59,Bachelor's,2016-05-06,103145,1,4,No,Company Website,78,7
EMP-04005,Operations,Operations Coordinator,Male,23,PhD,2019-07-01,67122,1,2,Yes,Recruiter,33,4
EMP-04006,Sales,Sales Executive,Male,49,PhD,2020-02-27,76086,1,2,No,LinkedIn,68,3
EMP-04007,HR,Recruiter,Female,47,PhD,2021-05-10,76670,1,1,No,Referral,25,2
EMP-04008,Finance,Financial Analyst,Non-Binary,29,Associate Degree,2020-07-13,85869,3,5,No,Indeed,10,3
EMP-04009,Marketing,Marketing Analyst,Non-Binary,48,PhD,2018-01-22,87981,3,2,Yes,LinkedIn,81,5
EMP-04010,Marketing,SEO Specialist,Male,40,PhD,2015-04-29,61929,1,4,No,Recruiter,50,8
EMP-04011,Finance,Accountant,Male,32,Bachelor's,2020-10-26,104318,2,1,No,Indeed,94,3
EMP-04012,Finance,Financial Analyst,Non-Binary,31,Master's,2019-08-31,77451,4,3,Yes,Referral,39,4
EMP-04013,Engineering,Software Engineer,Non-Binary,49,Associate Degree,2020-05-25,94983,2,4,No,Indeed,51,3
EMP-04014,Engineering,DevOps,Female,27,Bachelor's,2022-08-27,106999,2,4,No,LinkedIn,68,1
EMP-04015,Operations,Project Manager,Male,45,PhD,2019-11-18,84107,3,2,No,Referral,32,4
EMP-04016,Sales,Sales Executive,Non-Binary,46,Master's,2021-09-02,46345,2,2,No,LinkedIn,33,2
EMP-04017,Finance,Financial Analyst,Non-Binary,47,PhD,2021-12-13,70097,3,2,No,LinkedIn,44,2
EMP-04018,Marketing,SEO Specialist,Non-Binary,48,Bachelor's,2016-05-19,86288,1,1,Yes,Company Website,63,7
EMP-04019,Operations,Operations Coordinator,Non-Binary,29,PhD,2019-07-27,99082,5,1,No,Indeed,76,4
EMP-04020,Sales,Account Manager,Non-Binary,59,PhD,2018-04-29,57268,2,2,Yes,Company Website,76,5
EMP-04021,Finance,Accountant,Male,23,PhD,2017-02-05,100432,4,4,Yes,Indeed,94,6
EMP-04022,Finance,Financial Analyst,Female,31,Associate Degree,2015-12-30,95173,4,1,No,Company Website,38,8
EMP-04023,Operations,Operations Coordinator,Non-Binary,59,Master's,2017-06-20,91084,1,2,Yes,LinkedIn,39,6
EMP-04024,Finance,Accountant,Non-Binary,32,PhD,2018-09-27,101779,4,4,No,Recruiter,68,5
EMP-04025,Engineering,Software Engineer,Non-Binary,23,PhD,2021-03-14,118908,5,4,No,LinkedIn,23,2
EMP-04026,HR,HR Specialist,Female,32,Associate Degree,2022-04-24,82026,4,4,No,Company Website,33,1
EMP-04027,Marketing,Marketing Analyst,Female,49,Master's,2019-02-01,76137,3,2,Yes,Indeed,10,4
EMP-04028,Marketing,Marketing Analyst,Female,22,Associate Degree,2020-12-05,68539,3,2,No,Referral,90,3
EMP-04029,Finance,Accountant,Female,46,Master's,2019-09-25,104801,1,4,No,Recruiter,42,4
EMP-04030,Sales,Sales Executive,Non-Binary,39,PhD,2016-11-27,73149,3,2,No,LinkedIn,75,7
EMP-04031,Finance,Accountant,Female,31,Bachelor's,2023-03-11,73346,5,4,No,Indeed,88,0
EMP-04032,Sales,Account Manager,Male,28,Master's,2019-10-08,85726,1,2,Yes,Recruiter,50,4
EMP-04033,Operations,Project Manager,Non-Binary,30,Associate Degree,2017-07-02,94374,4,4,No,Referral,35,6
EMP-04034,Operations,Project Manager,Male,36,Master's,2022-05-15,81455,3,3,No,Referral,45,1
EMP-04035,Operations,Operations Coordinator,Non-Binary,35,Master's,2015-12-26,78821,1,5,No,Recruiter,64,8
EMP-04036,HR,Recruiter,Female,42,PhD,2015-09-04,71867,5,1,No,Indeed,87,8
EMP-04037,Engineering,Software Engineer,Male,44,PhD,2021-03-12,110305,1,4,No,Indeed,46,2
EMP-04038,HR,HR Specialist,Non-Binary,43,Master's,2016-03-30,78133,1,4,No,Indeed,80,7
EMP-04039,Operations,Operations Coordinator,Male,32,Bachelor's,2021-05-14,104845,1,3,No,Indeed,22,2
EMP-04040,Engineering,Software Engineer,Non-Binary,38,PhD,2022-04-17,106672,1,2,Yes,Referral,92,1
EMP-04041,Sales,Account Manager,Non-Binary,30,Associate Degree,2018-02-10,49622,2,2,No,LinkedIn,47,5
EMP-04042,HR,Recruiter,Non-Binary,53,Master's,2020-05-18,67509,5,5,No,LinkedIn,41,3
EMP-04043,Marketing,SEO Specialist,Female,52,PhD,2015-09-02,75645,4,1,No,Indeed,42,8
EMP-04044,Engineering,Software Engineer,Female,55,PhD,2016-03-25,101314,3,5,No,Recruiter,85,7
EMP-04045,Sales,Account Manager,Non-Binary,25,PhD,2020-02-18,86028,2,3,No,Recruiter,49,3
EMP-04046,Sales,Sales Executive,Male,36,Master's,2022-09-16,88283,1,5,No,Recruiter,58,1
EMP-04047,Operations,Project Manager,Non-Binary,36,Master's,2022-04-29,77054,2,2,No,LinkedIn,16,1
EMP-04048,Operations,Operations Coordinator,Female,56,Master's,2015-01-04,98834,1,1,No,Recruiter,90,8
EMP-04049,Engineering,DevOps,Non-Binary,31,Bachelor's,2020-07-19,97244,1,5,No,Company Website,41,3
EMP-04050,Marketing,Marketing Analyst,Female,30,Associate Degree,2017-12-24,99604,1,1,No,Company Website,34,6
EMP-04051,Sales,Account Manager,Non-Binary,42,PhD,2018-02-05,83005,3,2,No,Indeed,31,5
EMP-04052,Marketing,Marketing Analyst,Female,29,Associate Degree,2020-09-04,60891,4,1,Yes,Indeed,70,3
EMP-04053,Marketing,Marketing Analyst,Male,46,Associate Degree,2017-09-14,90101,2,1,No,Referral,31,6
EMP-04054,HR,Recruiter,Male,38,Associate Degree,2021-01-18,61044,1,4,No,Company Website,72,2
EMP-04055,Finance,Accountant,Female,50,Associate Degree,2015-02-19,77251,5,3,Yes,LinkedIn,30,8
EMP-04056,Operations,Project Manager,Male,57,Associate Degree,2015-09-12,71989,1,4,No,LinkedIn,18,8
EMP-04057,Operations,Project Manager,Female,31,PhD,2020-05-20,62120,2,5,Yes,LinkedIn,13,3
EMP-04058,Operations,Operations Coordinator,Non-Binary,35,Master's,2019-05-06,63210,2,3,No,Indeed,97,4
EMP-04059,Engineering,QA Engineer,Male,29,PhD,2015-06-04,96940,4,3,No,Company Website,23,8
EMP-04060,Sales,Account Manager,Female,47,Master's,2016-08-18,52109,4,4,No,Referral,80,7
EMP-04061,Operations,Operations Coordinator,Male,29,Associate Degree,2016-05-10,84837,3,2,No,Referral,11,7
EMP-04062,HR,Recruiter,Male,43,Bachelor's,2018-06-23,68238,1,3,No,LinkedIn,64,5
EMP-04063,Finance,Financial Analyst,Male,34,Associate Degree,2015-09-15,106461,4,2,Yes,LinkedIn,19,8
EMP-04064,Sales,Account Manager,Male,40,Associate Degree,2017-06-06,74672,1,2,Yes,LinkedIn,46,6
EMP-04065,Finance,Financial Analyst,Female,25,Associate Degree,2020-11-26,90061,2,3,No,Recruiter,19,3
EMP-04066,Operations,Project Manager,Male,34,PhD,2015-08-08,100399,1,4,No,Referral,77,8
EMP-04067,Sales,Sales Executive,Female,46,PhD,2020-05-23,80330,4,5,No,Recruiter,76,3
EMP-04068,Marketing,SEO Specialist,Male,39,Master's,2022-11-03,71518,1,1,Yes,Company Website,26,1
EMP-04069,Operations,Project Manager,Male,43,PhD,2019-06-13,104332,3,2,No,Referral,25,4
EMP-04070,Finance,Financial Analyst,Male,25,PhD,2022-10-15,91485,1,1,Yes,Indeed,24,1
EMP-04071,Sales,Sales Executive,Non-Binary,41,Master's,2021-07-20,45857,5,5,No,Recruiter,92,2
EMP-04072,Marketing,Marketing Analyst,Non-Binary,33,Associate Degree,2017-02-24,85134,5,3,No,Indeed,44,6
EMP-04073,Engineering,DevOps,Male,43,Master's,2016-10-09,108246,4,4,Yes,LinkedIn,38,7
EMP-04074,HR,Recruiter,Non-Binary,47,Master's,2020-08-27,68389,4,5,No,Referral,42,3
EMP-04075,HR,HR Specialist,Male,50,Associate Degree,2020-06-07,56575,3,4,No,Company Website,15,3
EMP-04076,HR,Recruiter,Female,24,Bachelor's,2016-04-29,80601,3,3,No,Referral,48,7
EMP-04077,Engineering,DevOps,Male,37,PhD,2017-12-01,104477,5,1,No,LinkedIn,84,6
EMP-04078,Finance,Financial Analyst,Non-Binary,22,Associate Degree,2015-07-26,78460,5,5,No,LinkedIn,76,8
EMP-04079,Sales,Account Manager,Male,26,Bachelor's,2022-05-09,70814,5,2,Yes,Company Website,68,1
EMP-04080,HR,HR Specialist,Female,30,Bachelor's,2017-07-29,87908,3,5,No,Indeed,25,6
EMP-04081,Finance,Financial Analyst,Female,42,PhD,2015-05-30,80079,2,2,No,LinkedIn,66,8
EMP-04082,Marketing,Marketing Analyst,Female,58,Master's,2016-11-04,81965,3,1,Yes,LinkedIn,69,7
EMP-04083,Engineering,Software Engineer,Non-Binary,28,PhD,2020-05-18,98165,5,5,No,LinkedIn,48,3
EMP-04084,HR,HR Specialist,Male,24,PhD,2022-03-14,75150,5,3,No,LinkedIn,41,1
EMP-04085,Finance,Accountant,Female,31,PhD,2019-08-17,100600,3,1,Yes,Recruiter,64,4
EMP-04086,Engineering,DevOps,Male,47,Master's,2017-01-11,78866,2,2,Yes,Recruiter,54,6
EMP-04087,Finance,Accountant,Female,25,Associate Degree,2019-02-11,78218,5,2,Yes,Recruiter,81,4
EMP-04088,Operations,Project Manager,Male,57,Bachelor's,2021-11-18,83361,4,2,No,LinkedIn,25,2
EMP-04089,Sales,Sales Executive,Non-Binary,41,PhD,2015-04-17,65523,2,5,No,Recruiter,86,8
EMP-04090,Sales,Sales Executive,Female,45,Bachelor's,2021-08-07,62127,1,1,No,Referral,14,2
EMP-04091,Sales,Account Manager,Female,51,PhD,2020-01-25,64605,5,2,Yes,Indeed,70,3
EMP-04092,Operations,Project Manager,Female,31,Master's,2016-06-22,64333,1,4,No,Referral,80,7
EMP-04093,Operations,Operations Coordinator,Female,28,Bachelor's,2015-07-10,97258,1,2,No,Recruiter,21,8
EMP-04094,Finance,Financial Analyst,Female,22,Bachelor's,2021-12-28,96651,1,2,No,LinkedIn,45,2
EMP-04095,Sales,Sales Executive,Female,28,PhD,2021-06-27,81956,4,2,Yes,Indeed,80,2
EMP-04096,HR,Recruiter,Female,29,Bachelor's,2016-08-13,80518,3,3,No,Referral,51,7
EMP-04097,Engineering,QA Engineer,Female,29,Associate Degree,2020-03-20,92928,5,2,No,LinkedIn,52,3
EMP-04098,HR,HR Specialist,Male,44,PhD,2018-01-03,74749,1,3,No,LinkedIn,10,5
EMP-04099,Operations,Project Manager,Male,32,Master's,2020-02-11,88907,5,5,Yes,Indeed,72,3
EMP-04100,Finance,Accountant,Female,35,PhD,2017-12-10,87022,5,2,Yes,LinkedIn,33,6
EMP-04101,Finance,Accountant,Non-Binary,56,Associate Degree,2018-10-28,87398,3,5,No,Referral,81,5
EMP-04102,HR,HR Specialist,Male,29,Associate Degree,2018-02-03,53204,5,5,No,Company Website,41,5
EMP-04103,Finance,Financial Analyst,Female,52,Associate Degree,2020-03-20,92586,2,4,No,Indeed,42,3
EMP-04104,Operations,Operations Coordinator,Female,30,Associate Degree,2016-02-23,96146,4,1,Yes,Recruiter,24,7
EMP-04105,Sales,Account Manager,Female,59,PhD,2016-06-03,51766,2,5,No,Company Website,13,7
EMP-04106,Operations,Operations Coordinator,Non-Binary,38,Master's,2017-03-06,63290,3,3,No,Indeed,91,6
EMP-04107,Marketing,Marketing Analyst,Non-Binary,56,Associate Degree,2021-01-22,86498,2,5,No,Referral,85,2
EMP-04108,Finance,Accountant,Male,58,PhD,2023-02-15,106753,3,4,Yes,Recruiter,86,0
EMP-04109,Engineering,DevOps,Male,48,PhD,2018-07-13,82503,4,5,Yes,Recruiter,46,5
EMP-04110,HR,HR Specialist,Non-Binary,48,Master's,2015-09-06,60426,2,5,No,Indeed,24,8
EMP-04111,Engineering,Software Engineer,Non-Binary,42,Associate Degree,2016-06-20,94158,4,4,No,Indeed,65,7
EMP-04112,Sales,Sales Executive,Male,44,Bachelor's,2021-02-18,66131,5,3,Yes,LinkedIn,12,2
EMP-04113,Marketing,Marketing Analyst,Non-Binary,42,Associate Degree,2021-03-22,70645,4,5,No,LinkedIn,69,2
EMP-04114,Engineering,DevOps,Female,45,Associate Degree,2020-08-27,116346,4,3,No,Indeed,68,3
EMP-04115,Engineering,Software Engineer,Male,54,Master's,2021-12-30,76559,4,2,No,Recruiter,70,2
EMP-04116,Finance,Financial Analyst,Male,54,Master's,2019-05-02,81041,5,5,No,Company Website,72,4
EMP-04117,HR,Recruiter,Female,55,Master's,2019-04-15,65327,1,1,Yes,Referral,86,4
EMP-04118,Finance,Accountant,Female,44,PhD,2021-02-14,107262,2,2,No,LinkedIn,44,2
EMP-04119,Operations,Project Manager,Female,58,Associate Degree,2015-02-18,86287,1,5,No,Recruiter,79,8
EMP-04120,Engineering,QA Engineer,Non-Binary,25,Bachelor's,2021-06-19,92241,5,3,No,Recruiter,17,2
EMP-04121,Marketing,SEO Specialist,Female,30,PhD,2021-03-06,76335,1,1,No,Referral,42,2
EMP-04122,HR,Recruiter,Non-Binary,56,Master's,2020-08-14,50944,1,4,No,Company Website,60,3
EMP-04123,Operations,Project Manager,Non-Binary,22,PhD,2017-03-29,84391,4,4,No,Referral,25,6
EMP-04124,Finance,Financial Analyst,Non-Binary,44,Master's,2020-08-18,109123,1,3,No,Company Website,65,3
EMP-04125,Marketing,Marketing Analyst,Non-Binary,39,Master's,2017-10-06,70861,5,1,Yes,LinkedIn,51,6
EMP-04126,HR,HR Specialist,Non-Binary,24,Bachelor's,2018-06-04,51497,3,1,No,Company Website,96,5
EMP-04127,Sales,Account Manager,Male,51,Associate Degree,2016-06-12,60421,5,2,Yes,Referral,77,7
EMP-04128,Engineering,DevOps,Female,35,Associate Degree,2017-09-05,100120,3,4,No,Indeed,92,6
EMP-04129,Finance,Financial Analyst,Male,30,Bachelor's,2017-02-15,96626,4,2,No,Indeed,32,6
EMP-04130,Engineering,Software Engineer,Male,56,Master's,2019-06-05,108757,4,1,Yes,LinkedIn,13,4
EMP-04131,Sales,Account Manager,Female,58,PhD,2023-01-18,80896,2,1,Yes,LinkedIn,61,0
EMP-04132,Engineering,Software Engineer,Male,27,Bachelor's,2022-05-19,114668,1,1,Yes,LinkedIn,42,1
EMP-04133,Operations,Project Manager,Female,31,PhD,2017-11-17,94359,3,5,No,Company Website,77,6
EMP-04134,Finance,Financial Analyst,Female,23,Bachelor's,2021-04-25,91636,4,4,No,Referral,14,2
EMP-04135,Finance,Financial Analyst,Female,25,Bachelor's,2021-03-02,106458,2,3,No,Referral,94,2
EMP-04136,HR,Recruiter,Female,24,Associate Degree,2021-06-20,70083,4,2,No,LinkedIn,46,2
EMP-04137,Operations,Project Manager,Female,59,Master's,2018-02-03,65996,2,4,No,Company Website,35,5
EMP-04138,Operations,Operations Coordinator,Non-Binary,47,Master's,2018-05-29,64982,3,2,No,Recruiter,66,5
EMP-04139,Operations,Project Manager,Male,56,PhD,2021-09-04,63868,2,4,No,Recruiter,13,2
EMP-04140,HR,Recruiter,Non-Binary,33,Associate Degree,2015-07-29,77933,2,3,No,Referral,35,8
EMP-04141,Operations,Project Manager,Non-Binary,57,Bachelor's,2023-02-06,94418,3,2,Yes,Recruiter,99,0
EMP-04142,HR,Recruiter,Male,40,PhD,2019-01-07,72579,1,1,Yes,Indeed,35,4
EMP-04143,Marketing,Marketing Analyst,Male,55,Master's,2022-07-06,76857,3,3,Yes,Indeed,33,1
EMP-04144,Finance,Accountant,Female,55,Bachelor's,2019-11-21,80245,3,5,No,Referral,63,4
EMP-04145,HR,Recruiter,Non-Binary,50,Master's,2016-04-10,64812,2,5,No,Company Website,46,7
EMP-04146,HR,HR Specialist,Female,27,PhD,2020-06-06,54436,2,3,No,Indeed,78,3
EMP-04147,Operations,Operations Coordinator,Female,45,PhD,2019-06-04,74772,5,2,Yes,Referral,33,4
EMP-04148,Finance,Financial Analyst,Non-Binary,36,Associate Degree,2020-08-11,96004,4,5,Yes,Indeed,61,3
EMP-04149,Sales,Account Manager,Non-Binary,31,PhD,2016-03-11,50397,2,5,No,Referral,89,7
EMP-04150,Engineering,Software Engineer,Non-Binary,33,Bachelor's,2021-07-29,108125,5,3,No,Referral,63,2
EMP-04151,Engineering,QA Engineer,Non-Binary,29,Master's,2019-01-11,100928,4,4,Yes,Referral,59,4
EMP-04152,HR,Recruiter,Non-Binary,51,PhD,2019-06-01,92010,2,5,No,Company Website,50,4
EMP-04153,Sales,Account Manager,Female,48,Bachelor's,2018-12-05,60507,4,2,No,Referral,15,5
EMP-04154,Operations,Operations Coordinator,Non-Binary,57,Master's,2019-11-11,104219,3,3,No,Company Website,65,4
EMP-04155,HR,HR Specialist,Male,58,Bachelor's,2017-08-06,54773,2,4,No,Indeed,57,6
EMP-04156,HR,HR Specialist,Female,36,Master's,2015-01-28,84096,5,3,No,Recruiter,55,8
EMP-04157,Engineering,QA Engineer,Male,43,Associate Degree,2018-01-11,97812,5,2,Yes,LinkedIn,29,5
EMP-04158,Marketing,SEO Specialist,Male,44,Associate Degree,2021-10-15,86488,2,4,No,Recruiter,33,2
EMP-04159,HR,HR Specialist,Male,42,Bachelor's,2015-11-12,90783,2,5,No,Company Website,76,8
EMP-04160,Engineering,DevOps,Non-Binary,43,Master's,2023-01-03,80455,2,5,No,Indeed,33,0
EMP-04161,Finance,Accountant,Female,54,Bachelor's,2021-05-26,82006,1,3,No,Referral,58,2
EMP-04162,Finance,Financial Analyst,Male,52,Master's,2021-12-01,75436,4,5,No,LinkedIn,89,2
EMP-04163,Marketing,Marketing Analyst,Male,27,Associate Degree,2016-03-25,69971,4,4,No,LinkedIn,59,7
EMP-04164,HR,Recruiter,Non-Binary,25,PhD,2020-08-12,53692,1,3,No,Company Website,71,3
EMP-04165,HR,HR Specialist,Male,56,Bachelor's,2016-01-25,56669,1,1,Yes,Indeed,12,7
EMP-04166,Operations,Operations Coordinator,Non-Binary,56,Master's,2019-02-14,103532,2,5,No,Referral,28,4
EMP-04167,HR,HR Specialist,Male,38,Bachelor's,2022-12-24,61442,5,4,No,LinkedIn,37,1
EMP-04168,Sales,Sales Executive,Male,28,Associate Degree,2020-05-17,77983,4,5,No,Recruiter,35,3
EMP-04169,HR,Recruiter,Female,39,Bachelor's,2018-05-07,76078,1,1,Yes,Recruiter,10,5
EMP-04170,Engineering,QA Engineer,Male,37,Bachelor's,2020-05-24,119962,4,1,No,LinkedIn,32,3
EMP-04171,Finance,Accountant,Male,51,Master's,2020-09-05,80544,2,1,Yes,Company Website,56,3
EMP-04172,Operations,Project Manager,Female,35,Associate Degree,2018-08-06,100105,2,4,Yes,Recruiter,78,5
EMP-04173,HR,HR Specialist,Non-Binary,24,Master's,2019-04-14,94279,5,5,No,Indeed,61,4
EMP-04174,Finance,Accountant,Female,38,Associate Degree,2018-04-20,68347,5,1,Yes,Recruiter,46,5
EMP-04175,HR,Recruiter,Non-Binary,41,PhD,2019-10-28,84347,1,1,Yes,Recruiter,29,4
EMP-04176,HR,HR Specialist,Male,30,PhD,2017-04-03,81656,4,4,No,Referral,41,6
EMP-04177,HR,Recruiter,Male,48,PhD,2021-10-06,85893,2,5,No,Company Website,81,2
EMP-04178,HR,HR Specialist,Male,43,Associate Degree,2020-02-04,90338,2,3,No,Indeed,92,3
EMP-04179,Marketing,Marketing Analyst,Non-Binary,27,Bachelor's,2022-10-31,72633,4,2,Yes,Recruiter,43,1
EMP-04180,Sales,Sales Executive,Non-Binary,24,PhD,2019-05-13,69214,5,4,No,Indeed,58,4
EMP-04181,Engineering,Software Engineer,Non-Binary,25,Associate Degree,2017-06-05,100677,4,1,Yes,Recruiter,98,6
EMP-04182,HR,Recruiter,Male,44,PhD,2022-05-04,73289,4,3,No,LinkedIn,10,1
EMP-04183,Finance,Accountant,Non-Binary,48,Associate Degree,2022-08-17,102273,4,2,No,Company Website,40,1
EMP-04184,HR,Recruiter,Non-Binary,51,Associate Degree,2016-11-25,57449,4,1,Yes,LinkedIn,91,7
EMP-04185,Finance,Accountant,Male,36,PhD,2017-09-18,74877,3,2,No,Referral,31,6
EMP-04186,Engineering,QA Engineer,Non-Binary,59,Bachelor's,2016-03-22,107593,2,3,No,Company Website,27,7
EMP-04187,HR,Recruiter,Female,57,Associate Degree,2021-03-01,79340,3,2,Yes,Recruiter,24,2
EMP-04188,HR,HR Specialist,Male,49,Associate Degree,2015-07-06,69329,3,1,No,Company Website,54,8
EMP-04189,Marketing,Marketing Analyst,Female,28,Bachelor's,2020-07-30,64507,5,2,No,Referral,21,3
EMP-04190,Sales,Sales Executive,Male,37,Bachelor's,2022-06-28,70205,5,2,Yes,Indeed,66,1
EMP-04191,Marketing,Marketing Analyst,Female,56,PhD,2021-08-13,97914,3,3,No,Referral,31,2
EMP-04192,HR,HR Specialist,Male,38,PhD,2020-07-12,70633,2,5,No,Recruiter,74,3
EMP-04193,Marketing,Marketing Analyst,Male,43,Associate Degree,2020-01-22,75062,5,2,No,Company Website,81,3
EMP-04194,Operations,Operations Coordinator,Female,52,Bachelor's,2022-06-04,92997,4,4,No,Recruiter,48,1
EMP-04195,Sales,Account Manager,Non-Binary,50,Associate Degree,2017-04-18,52350,5,4,No,Indeed,76,6
EMP-04196,Finance,Financial Analyst,Non-Binary,37,PhD,2017-09-28,96244,3,1,No,Recruiter,24,6
EMP-04197,Sales,Sales Executive,Female,33,Master's,2017-12-07,80299,3,5,No,Company Website,75,6
EMP-04198,Operations,Project Manager,Male,44,Bachelor's,2016-04-14,98885,1,3,No,Recruiter,66,7
EMP-04199,Engineering,DevOps,Male,32,Associate Degree,2015-09-04,77993,3,3,No,Indeed,11,8
EMP-04200,Marketing,Marketing Analyst,Non-Binary,38,Associate Degree,2022-08-21,55232,2,4,No,Company Website,70,1
EMP-04201,Operations,Operations Coordinator,Non-Binary,57,Associate Degree,2020-09-30,61600,5,2,No,Indeed,85,3
EMP-04202,Engineering,Software Engineer,Male,30,Bachelor's,2020-01-16,90066,1,5,No,Referral,96,3
EMP-04203,Marketing,Marketing Analyst,Non-Binary,50,Bachelor's,2016-07-29,96893,4,4,No,Recruiter,53,7
EMP-04204,Marketing,SEO Specialist,Female,56,Bachelor's,2021-11-06,62090,3,3,No,Company Website,36,2
EMP-04205,Engineering,DevOps,Male,27,Master's,2019-10-02,87810,4,3,No,Company Website,70,4
EMP-04206,Engineering,DevOps,Non-Binary,26,Bachelor's,2016-12-19,81600,5,5,No,Recruiter,67,7
EMP-04207,HR,HR Specialist,Female,58,Bachelor's,2020-02-03,61509,3,4,No,Recruiter,89,3
EMP-04208,Sales,Account Manager,Female,26,Master's,2015-01-24,79283,4,4,No,Company Website,47,8
EMP-04209,HR,Recruiter,Non-Binary,45,Associate Degree,2022-09-24,53349,4,5,No,Company Website,17,1
EMP-04210,Sales,Account Manager,Female,24,Bachelor's,2016-09-10,68497,2,1,No,Company Website,67,7
EMP-04211,Marketing,SEO Specialist,Non-Binary,42,Associate Degree,2016-08-28,66952,4,5,No,Indeed,25,7
EMP-04212,Sales,Account Manager,Non-Binary,51,Bachelor's,2016-11-15,64743,3,3,No,Indeed,61,7
EMP-04213,Sales,Account Manager,Non-Binary,43,Master's,2015-07-06,57417,5,5,No,Indeed,28,8
EMP-04214,HR,Recruiter,Male,33,PhD,2021-05-10,92837,1,5,Yes,Referral,27,2
EMP-04215,Finance,Accountant,Female,30,PhD,2020-01-22,80253,2,5,No,Company Website,25,3
EMP-04216,Finance,Accountant,Male,23,Bachelor's,2020-10-29,75027,2,5,No,LinkedIn,21,3
EMP-04217,Finance,Accountant,Non-Binary,35,Bachelor's,2016-08-20,109088,3,2,Yes,Recruiter,42,7
EMP-04218,Finance,Accountant,Non-Binary,59,Associate Degree,2015-05-27,104175,4,4,No,Referral,43,8
EMP-04219,Engineering,Software Engineer,Female,37,Master's,2022-10-21,76899,4,3,No,LinkedIn,49,1
EMP-04220,Operations,Operations Coordinator,Female,55,Associate Degree,2018-03-23,104487,5,2,No,Recruiter,33,5
EMP-04221,Operations,Project Manager,Female,59,PhD,2015-12-17,96978,2,4,No,Company Website,44,8
